Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
AMD,55.88,Call,57.00,07/31/20,21,3.20,3.23,3.25,3.25,4298,1625,2.64,69.80%,07/10/20
XRX,15.49,Put,14.00,08/21/20,42,0.75,0.78,0.80,0.76,660,4065,0.16,69.77%,07/10/20
CLDR,12.4,Call,15.00,01/15/21,189,1.36,1.51,1.66,1.63,1027,4823,0.21,69.74%,07/10/20
F,6.1,Call,6.00,08/07/20,28,0.50,0.52,0.54,0.52,593,1478,0.4,69.71%,07/10/20
BA,178.44,Call,180.00,08/21/20,42,15.95,16.08,16.20,16.20,21142,4070,5.19,69.63%,07/10/20
PDD,87.3,Put,90.00,08/21/20,42,10.05,10.23,10.40,9.67,782,903,0.87,69.62%,07/10/20
BA,178.44,Call,185.00,08/21/20,42,13.70,14,14.30,14.10,1091,1525,0.72,69.57%,07/10/20
BA,178.44,Call,175.00,08/21/20,42,18.05,18.7,19.35,18.50,571,896,0.64,69.55%,07/10/20
F,6.1,Call,6.50,07/31/20,21,0.24,0.25,0.25,0.25,921,4355,0.21,69.49%,07/10/20
DAL,27.09,Call,30.00,01/15/21,189,4.30,4.38,4.45,4.36,1483,24603,0.06,69.46%,07/10/20
EURN,9.06,Call,17.50,12/18/20,161,0.05,0.2,0.35,0.20,511,1590,0.32,69.30%,07/10/20
SQ,128.05,Call,180.00,09/18/20,70,3.05,3.45,3.85,3.05,723,146,4.95,69.30%,07/10/20
PCG,9.09,Call,10.00,07/31/20,21,0.23,0.32,0.40,0.28,1434,4564,0.31,69.27%,07/10/20
PCG,9.09,Call,12.00,09/18/20,70,0.30,0.32,0.34,0.31,952,29542,0.03,69.15%,07/10/20
TTM,7.35,Call,12.00,01/15/21,189,0.35,0.4,0.45,0.40,2058,176,11.69,69.04%,07/10/20
ON,20.49,Call,21.00,08/21/20,42,1.65,1.73,1.80,1.70,1637,10777,0.15,68.94%,07/10/20
AG,10.41,Call,13.00,10/16/20,98,0.68,0.71,0.74,0.68,1010,2652,0.38,68.93%,07/10/20
COP,39.69,Put,32.00,08/21/20,42,0.51,0.63,0.75,0.79,519,737,0.7,68.88%,07/10/20
UAL,32.67,Call,65.00,01/21/22,560,4.00,4.55,5.10,4.57,686,1259,0.54,68.84%,07/10/20
LUV,33.22,Put,32.50,09/18/20,70,3.40,3.65,3.90,3.54,1224,2080,0.59,68.78%,07/10/20
MLHR,21.38,Call,40.00,11/20/20,133,0.05,0.2,0.35,0.35,4510,4504,1,68.70%,07/10/20
PCG,9.09,Put,8.00,01/15/21,189,1.09,1.16,1.22,1.15,1528,11948,0.13,68.68%,07/10/20
FEYE,12.73,Call,13.00,08/21/20,42,1.01,1.04,1.07,1.07,501,1453,0.34,68.61%,07/10/20
DAL,27.09,Call,50.00,01/15/21,189,0.89,0.94,0.99,0.94,674,27790,0.02,68.60%,07/10/20
F,6.1,Put,6.50,07/31/20,21,0.63,0.66,0.68,0.64,737,1634,0.45,68.59%,07/10/20
DB,10.1,Put,6.00,01/15/21,189,0.27,0.3,0.33,0.27,8530,1936,4.41,68.28%,07/10/20
F,6.1,Call,7.00,07/31/20,21,0.11,0.11,0.12,0.12,1224,5413,0.23,68.17%,07/10/20
TME,17.09,Call,21.00,08/21/20,42,0.41,0.43,0.45,0.45,569,3954,0.14,68.14%,07/10/20
AMD,55.88,Call,56.00,07/31/20,21,3.55,3.63,3.70,3.60,738,1357,0.54,68.07%,07/10/20
INFN,6.14,Call,7.00,01/15/21,189,0.70,0.88,1.05,0.90,845,866,0.98,68.06%,07/10/20
BA,178.44,Call,240.00,10/16/20,98,7.65,8.08,8.50,8.22,534,679,0.79,68.05%,07/10/20
ON,20.49,Call,22.00,08/21/20,42,1.25,1.3,1.35,1.30,3531,2772,1.27,68.05%,07/10/20
CHNG,10.05,Call,11.00,08/21/20,42,0.40,0.53,0.65,0.57,5018,6611,0.76,68.05%,07/10/20
SQ,128.05,Call,160.00,09/18/20,70,4.80,5.23,5.65,5.65,587,770,0.76,68.00%,07/10/20
AMD,55.88,Call,55.00,07/31/20,21,4.00,4.08,4.15,4.08,690,3938,0.18,67.96%,07/10/20
CHNG,10.05,Call,10.00,08/21/20,42,0.90,1,1.09,0.95,2516,884,2.85,67.79%,07/10/20
TWTR,35.4,Put,21.00,12/18/20,161,0.64,0.67,0.69,0.71,507,2185,0.23,67.69%,07/10/20
TWTR,35.4,Put,30.00,08/21/20,42,0.93,0.97,1.01,1.01,580,5519,0.11,67.52%,07/10/20
AMD,55.88,Call,60.00,08/07/20,28,2.45,2.67,2.89,2.58,933,1112,0.84,67.46%,07/10/20
PBR,8.7,Put,10.00,08/21/20,42,1.44,1.53,1.62,1.64,7003,21376,0.33,67.26%,07/10/20
BA,178.44,Call,200.00,09/18/20,70,12.90,13.15,13.40,13.15,856,3148,0.27,67.25%,07/10/20
PCG,9.09,Call,10.00,08/21/20,42,0.48,0.52,0.55,0.49,1706,69110,0.02,67.19%,07/10/20
CMA,35.77,Call,37.50,08/21/20,42,2.20,2.4,2.60,2.55,803,684,1.17,67.16%,07/10/20
PCG,9.09,Call,10.00,08/14/20,35,0.34,0.42,0.50,0.42,564,125,4.51,67.11%,07/10/20
PCG,9.09,Call,12.00,10/16/20,98,0.43,0.45,0.48,0.44,1307,5252,0.25,67.06%,07/10/20
Z,62.25,Call,75.00,11/20/20,133,5.70,5.95,6.20,5.85,823,1652,0.5,67.05%,07/10/20
PCG,9.09,Call,9.00,08/21/20,42,0.87,0.89,0.90,0.87,727,3421,0.21,66.95%,07/10/20
CGC,17.42,Call,17.50,08/21/20,42,1.51,1.55,1.58,1.55,2085,1572,1.33,66.91%,07/10/20
NKLA,54.24,Call,55.00,08/21/20,42,4.40,4.6,4.80,4.60,703,1254,0.56,66.90%,07/10/20
MLHR,21.38,Call,30.00,11/20/20,133,0.75,1.03,1.30,1.15,4529,5372,0.84,66.77%,07/10/20
DAL,27.09,Put,30.00,01/21/22,560,9.85,10.45,11.05,10.25,502,6869,0.07,66.75%,07/10/20
WORK,33.84,Call,34.00,09/18/20,70,3.75,3.88,4.00,3.90,747,1133,0.66,66.75%,07/10/20
DDOG,96.41,Call,110.00,11/20/20,133,10.30,10.7,11.10,10.70,1022,724,1.41,66.73%,07/10/20
AGNC,12.71,Put,5.00,01/21/22,560,0.14,0.65,1.16,0.38,620,676,0.92,66.72%,07/10/20
AIG,30.1,Put,25.00,11/20/20,133,1.84,1.94,2.03,2.25,1010,1676,0.6,66.71%,07/10/20
SQ,128.05,Call,150.00,09/18/20,70,6.75,7.18,7.60,7.55,802,4063,0.2,66.69%,07/10/20
DAL,27.09,Put,27.00,06/18/21,343,6.55,6.82,7.10,6.60,500,2090,0.24,66.67%,07/10/20
LUV,33.22,Call,40.00,08/21/20,42,0.89,0.96,1.02,0.96,776,4760,0.16,66.63%,07/10/20
F,6.1,Call,6.00,08/21/20,42,0.59,0.6,0.60,0.60,1210,8747,0.14,66.60%,07/10/20
FCX,12.97,Put,10.00,09/18/20,70,0.31,0.33,0.34,0.33,993,2196,0.45,66.54%,07/10/20
PCG,9.09,Put,9.00,09/18/20,70,0.98,0.99,1.00,0.99,1296,22867,0.06,66.48%,07/10/20
DAL,27.09,Call,27.00,06/18/21,343,6.50,6.8,7.10,7.00,693,1992,0.35,66.41%,07/10/20
COUP,308.28,Put,260.00,07/31/20,21,1.75,2.63,3.50,3.23,1001,117,8.56,66.29%,07/10/20
VTR,35.86,Put,35.00,11/20/20,133,4.40,4.7,5.00,5.10,1000,201,4.98,66.23%,07/10/20
NOK,4.12,Call,5.00,09/18/20,70,0.18,0.19,0.19,0.20,1147,9365,0.12,66.20%,07/10/20
AMD,55.88,Put,40.00,08/21/20,42,0.31,0.32,0.33,0.31,909,7346,0.12,66.07%,07/10/20
ET,6.44,Call,10.00,10/16/20,98,0.12,0.13,0.13,0.13,513,20643,0.02,66.02%,07/10/20
SNAP,25.53,Call,21.00,08/21/20,42,5.25,5.35,5.45,5.10,1020,3003,0.34,65.99%,07/10/20
TWTR,35.4,Put,33.00,08/21/20,42,1.93,2.04,2.15,1.97,673,3549,0.19,65.88%,07/10/20
WFC,25.47,Put,20.00,08/21/20,42,0.34,0.35,0.35,0.35,771,6451,0.12,65.75%,07/10/20
FCX,12.97,Put,11.00,08/21/20,42,0.32,0.35,0.37,0.35,957,6774,0.14,65.70%,07/10/20
JD,65.61,Call,32.00,01/15/21,189,33.85,34.45,35.05,34.40,1001,3860,0.26,65.60%,07/10/20
CRWD,116.65,Call,140.00,07/31/20,21,1.08,1.29,1.50,1.23,908,415,2.19,65.54%,07/10/20
PCG,9.09,Call,15.00,01/15/21,189,0.41,0.48,0.55,0.41,5228,21857,0.24,65.54%,07/10/20
TWTR,35.4,Put,35.00,08/21/20,42,2.71,2.82,2.93,2.89,1680,641,2.62,65.50%,07/10/20
PCG,9.09,Call,8.00,08/21/20,42,1.41,1.48,1.56,1.43,568,783,0.73,65.49%,07/10/20
AMD,55.88,Call,100.00,10/16/20,98,0.42,0.44,0.45,0.45,778,5200,0.15,65.40%,07/10/20
AMD,55.88,Call,70.00,08/21/20,42,1.11,1.13,1.14,1.13,1505,3288,0.46,65.36%,07/10/20
TME,17.09,Call,14.00,08/21/20,42,3.40,3.45,3.50,3.45,2046,7698,0.27,65.34%,07/10/20
CHWY,48.55,Put,40.00,08/21/20,42,0.94,1,1.05,1.01,534,479,1.11,65.31%,07/10/20
TME,17.09,Call,20.00,08/21/20,42,0.58,0.59,0.59,0.58,1734,8110,0.21,65.31%,07/10/20
NFLX,548.73,Call,600.00,07/31/20,21,15.50,15.75,16.00,16.00,1330,940,1.41,65.30%,07/10/20
CGC,17.42,Call,25.00,01/15/21,189,1.20,1.25,1.30,1.25,725,10716,0.07,65.24%,07/10/20
LYV,46.44,Call,55.00,08/21/20,42,1.40,1.6,1.79,1.44,759,2446,0.31,65.20%,07/10/20
FCX,12.97,Call,11.00,08/21/20,42,2.29,2.33,2.37,2.33,2194,14842,0.15,65.14%,07/10/20
TWTR,35.4,Call,42.00,08/21/20,42,0.97,1.08,1.18,1.08,627,573,1.09,65.12%,07/10/20
PYPL,178.4,Put,150.00,07/31/20,21,0.86,1.32,1.77,1.69,1122,822,1.36,65.02%,07/10/20
DISCK,18.08,Call,27.50,09/18/20,70,0.00,0.1,0.20,0.20,575,1148,0.5,65.00%,07/10/20
GE,6.69,Call,7.00,07/31/20,21,0.28,0.29,0.29,0.29,1049,9136,0.11,65.00%,07/10/20
EBAY,59.27,Call,70.00,07/31/20,21,0.69,0.74,0.79,0.74,587,537,1.09,64.99%,07/10/20
SFIX,28.27,Call,30.00,08/21/20,42,1.78,1.87,1.95,1.80,532,577,0.92,64.98%,07/10/20
WDC,42.31,Put,42.50,08/21/20,42,3.65,3.75,3.85,3.78,514,1889,0.27,64.96%,07/10/20
AMD,55.88,Put,52.00,08/07/20,28,1.97,2.15,2.32,2.21,500,238,2.1,64.95%,07/10/20
TWTR,35.4,Call,37.00,08/21/20,42,2.43,2.46,2.49,2.46,1393,4955,0.28,64.94%,07/10/20
GE,6.69,Put,5.00,01/15/21,189,0.38,0.4,0.42,0.42,1211,102994,0.01,64.89%,07/10/20
TWTR,35.4,Call,40.00,08/21/20,42,1.50,1.51,1.52,1.51,5053,8036,0.63,64.82%,07/10/20
TWTR,35.4,Call,41.00,08/21/20,42,1.24,1.32,1.39,1.27,661,238,2.78,64.75%,07/10/20
CRWD,116.65,Put,110.00,07/31/20,21,3.35,3.88,4.40,4.15,922,462,2,64.74%,07/10/20
MAR,88.51,Call,85.00,08/21/20,42,9.35,9.52,9.70,9.52,1522,2695,0.56,64.59%,07/10/20
BURL,178.48,Put,100.00,01/15/21,189,2.75,3.18,3.60,3.00,1001,118,8.48,64.58%,07/10/20
NOK,4.12,Call,6.00,10/16/20,98,0.11,0.11,0.12,0.11,607,8460,0.07,64.56%,07/10/20
VIAC,22.93,Call,25.00,09/18/20,70,1.71,1.78,1.85,1.80,852,8247,0.1,64.46%,07/10/20
GE,6.69,Call,7.00,08/07/20,28,0.33,0.35,0.36,0.35,5473,1216,4.5,64.45%,07/10/20
LYV,46.44,Call,50.00,01/15/21,189,7.00,7.18,7.35,7.28,2286,347,6.59,64.36%,07/10/20
NAT,4.4,Call,6.00,01/15/21,189,0.35,0.38,0.40,0.36,1115,1753,0.64,64.35%,07/10/20
SQ,128.05,Put,120.00,12/18/20,161,15.70,16.28,16.85,16.83,725,138,5.25,64.34%,07/10/20
GE,6.69,Put,6.00,08/21/20,42,0.23,0.26,0.28,0.27,1145,31510,0.04,64.34%,07/10/20
TWTR,35.4,Call,39.00,08/21/20,42,1.75,1.78,1.81,1.76,4495,2900,1.55,64.31%,07/10/20
CGC,17.42,Call,15.00,08/21/20,42,2.90,3,3.10,2.95,521,882,0.59,64.25%,07/10/20
PCG,9.09,Call,10.00,09/18/20,70,0.65,0.68,0.71,0.68,1466,5852,0.25,64.16%,07/10/20
CLF,5.74,Call,10.00,01/21/22,560,0.78,0.84,0.90,0.85,2986,35056,0.09,64.05%,07/10/20
NG,8.82,Call,11.00,01/15/21,189,0.85,0.93,1.00,0.93,1011,626,1.62,63.92%,07/10/20
SCS,10.5,Put,10.00,08/21/20,42,0.50,0.58,0.65,0.65,1258,457,2.75,63.90%,07/10/20
ON,20.49,Call,18.00,10/16/20,98,3.50,3.85,4.20,4.00,501,7150,0.07,63.82%,07/10/20
TME,17.09,Call,19.00,08/21/20,42,0.76,0.78,0.79,0.79,2056,14409,0.14,63.81%,07/10/20
PAAS,32.42,Call,37.00,08/21/20,42,1.03,1.39,1.75,1.25,517,715,0.72,63.74%,07/10/20
UBER,33.14,Put,33.00,08/21/20,42,2.72,2.8,2.88,2.75,1160,2524,0.46,63.73%,07/10/20
BB,4.73,Call,5.00,08/21/20,42,0.29,0.31,0.32,0.30,620,1620,0.38,63.70%,07/10/20
IVR,3.31,Call,3.00,01/15/21,189,0.75,0.78,0.80,0.75,961,3522,0.27,63.70%,07/10/20
HUN,17.48,Put,14.00,08/21/20,42,0.15,0.22,0.30,0.26,1250,5667,0.22,63.50%,07/10/20
PBR,8.7,Put,9.00,08/21/20,42,0.84,0.87,0.90,0.91,1001,4460,0.22,63.49%,07/10/20
MTSI,37.04,Call,40.00,08/21/20,42,2.00,2.05,2.10,2.05,567,2773,0.2,63.48%,07/10/20
WORK,33.84,Call,40.00,08/21/20,42,0.95,0.99,1.02,1.00,773,16394,0.05,63.47%,07/10/20
F,6.1,Call,6.50,08/14/20,35,0.31,0.32,0.33,0.32,871,7591,0.11,63.28%,07/10/20
CSIQ,23.4,Call,30.00,08/21/20,42,0.25,0.35,0.45,0.35,1001,221,4.53,63.21%,07/10/20
VLO,53.65,Put,50.00,09/18/20,70,3.85,3.95,4.05,4.00,932,1535,0.61,63.15%,07/10/20
DB,10.1,Put,8.00,10/16/20,98,0.40,0.41,0.42,0.40,2795,13237,0.21,63.14%,07/10/20
WFC,25.47,Call,30.00,07/31/20,21,0.28,0.3,0.32,0.30,933,1562,0.6,63.10%,07/10/20
PCG,9.09,Call,9.00,09/18/20,70,0.96,1.02,1.08,1.05,683,4631,0.15,63.09%,07/10/20
PINS,26.56,Call,30.00,01/15/21,189,3.55,3.6,3.65,3.60,538,8877,0.06,63.08%,07/10/20
PCG,9.09,Call,12.00,01/15/21,189,0.78,0.82,0.85,0.79,5467,2816,1.94,63.07%,07/10/20
NG,8.82,Call,9.00,09/18/20,70,0.90,0.95,1.00,0.90,1015,1369,0.74,63.01%,07/10/20
PCG,9.09,Call,7.00,12/18/20,161,2.63,2.84,3.05,2.65,517,542,0.95,62.90%,07/10/20
CGC,17.42,Call,20.00,01/15/21,189,2.20,2.28,2.36,2.25,582,13137,0.04,62.84%,07/10/20
AMD,55.88,Call,65.00,08/21/20,42,1.81,1.91,2.00,1.82,4497,9332,0.48,62.81%,07/10/20
AMZN,3200,Call,4400.00,08/21/20,42,21.15,24.08,27.00,23.90,725,731,0.99,62.76%,07/10/20
UBER,33.14,Call,35.00,08/21/20,42,2.05,2.11,2.16,2.07,1166,6179,0.19,62.73%,07/10/20
EBAY,59.27,Call,80.00,08/21/20,42,0.44,0.51,0.58,0.53,501,749,0.67,62.67%,07/10/20
WFC,25.47,Call,35.00,08/21/20,42,0.17,0.18,0.18,0.19,1126,17830,0.06,62.65%,07/10/20
AMD,55.88,Put,45.00,08/21/20,42,0.82,0.84,0.86,0.84,1198,6055,0.2,62.63%,07/10/20
CHWY,48.55,Call,60.00,08/21/20,42,0.94,0.97,0.99,0.97,503,1785,0.28,62.62%,07/10/20
LVS,45.72,Put,42.00,12/18/20,161,5.00,5.13,5.25,5.38,1000,749,1.34,62.53%,07/10/20
AMD,55.88,Call,62.50,08/21/20,42,2.32,2.46,2.60,2.39,875,3015,0.29,62.50%,07/10/20
GE,6.69,Call,7.00,08/21/20,42,0.43,0.44,0.45,0.44,1607,38318,0.04,62.50%,07/10/20
NFLX,548.73,Call,550.00,07/31/20,21,31.80,32.5,33.20,32.38,876,500,1.75,62.48%,07/10/20
FCX,12.97,Call,13.00,08/21/20,42,1.08,1.09,1.09,1.09,3743,26444,0.14,62.48%,07/10/20
CHWY,48.55,Call,50.00,08/21/20,42,3.45,3.48,3.50,3.50,853,1369,0.62,62.41%,07/10/20
PBR,8.7,Put,12.00,01/15/21,189,3.65,3.78,3.90,3.86,7004,119911,0.06,62.37%,07/10/20
AMD,55.88,Put,55.00,08/21/20,42,4.10,4.25,4.40,4.20,695,2601,0.27,62.36%,07/10/20
BBD,4.14,Call,4.00,08/21/20,42,0.40,0.42,0.43,0.42,9116,10832,0.84,62.26%,07/10/20
LUV,33.22,Call,50.00,09/18/20,70,0.30,0.37,0.43,0.33,716,4046,0.18,62.25%,07/10/20
PCG,9.09,Call,12.00,12/18/20,161,0.68,0.78,0.88,0.65,516,1636,0.32,62.12%,07/10/20
CHWY,48.55,Call,55.00,08/21/20,42,1.85,1.88,1.90,1.87,503,2235,0.23,62.02%,07/10/20
CARR,24.89,Call,25.00,08/21/20,42,1.95,2.03,2.10,2.05,766,679,1.13,61.95%,07/10/20
UFS,20.81,Call,22.50,08/21/20,42,1.10,1.15,1.20,1.10,875,859,1.02,61.91%,07/10/20
AGI,10.27,Call,12.50,01/15/21,189,1.00,1.08,1.15,1.10,1023,3013,0.34,61.84%,07/10/20
AMD,55.88,Call,57.50,08/21/20,42,3.95,3.98,4.00,4.00,3484,16084,0.22,61.77%,07/10/20
SNAP,25.53,Call,21.00,10/16/20,98,5.65,5.83,6.00,5.80,576,136981,0,61.73%,07/10/20
CHWY,48.55,Call,60.00,10/16/20,98,2.47,2.6,2.72,2.65,726,1254,0.58,61.67%,07/10/20
AMD,55.88,Call,60.00,08/21/20,42,3.05,3.1,3.15,3.07,7932,26053,0.3,61.64%,07/10/20
WFC,25.47,Put,22.50,08/21/20,42,0.81,0.84,0.86,0.84,1593,11241,0.14,61.61%,07/10/20
ITUB,5.09,Call,5.00,08/21/20,42,0.40,0.43,0.46,0.47,707,3314,0.21,61.59%,07/10/20
EURN,9.06,Call,11.00,08/21/20,42,0.15,0.2,0.25,0.20,700,142,4.93,61.53%,07/10/20
CHWY,48.55,Call,55.00,07/31/20,21,0.83,0.88,0.93,0.85,1440,1557,0.92,61.47%,07/10/20
F,6.1,Call,7.00,08/21/20,42,0.20,0.21,0.22,0.21,1919,15791,0.12,61.47%,07/10/20
DAL,27.09,Call,35.00,01/21/22,560,5.85,5.93,6.00,5.90,626,10170,0.06,61.39%,07/10/20
PAGS,37.17,Call,40.00,08/21/20,42,1.85,1.95,2.05,2.00,973,488,1.99,61.38%,07/10/20
WORK,33.84,Call,36.00,08/21/20,42,1.93,1.98,2.02,1.96,841,1633,0.52,61.36%,07/10/20
AGI,10.27,Put,10.00,01/15/21,189,1.55,1.6,1.65,1.60,597,898,0.66,61.34%,07/10/20
FCX,12.97,Put,13.00,08/21/20,42,1.07,1.1,1.12,1.08,580,1755,0.33,61.33%,07/10/20
AMD,55.88,Put,50.00,08/21/20,42,2.01,2.03,2.05,2.02,1749,22172,0.08,61.18%,07/10/20
PAAS,32.42,Call,40.00,10/16/20,98,1.75,1.8,1.85,1.75,522,1412,0.37,61.11%,07/10/20
PAAS,32.42,Call,33.00,10/16/20,98,3.85,3.93,4.00,3.88,515,2288,0.23,61.10%,07/10/20
PBR,8.7,Put,8.00,01/15/21,189,0.79,1.1,1.40,1.10,1301,20833,0.06,61.06%,07/10/20
WFC,25.47,Call,26.00,07/31/20,21,1.24,1.27,1.30,1.26,5734,1220,4.7,61.04%,07/10/20
ZM,275.87,Put,230.00,08/21/20,42,5.10,5.55,6.00,5.35,684,1269,0.54,61.02%,07/10/20
AMD,55.88,Put,52.50,08/21/20,42,2.93,2.99,3.05,2.94,2363,8219,0.29,60.97%,07/10/20
FCX,12.97,Put,15.00,08/21/20,42,2.37,2.43,2.48,2.42,1001,1175,0.85,60.92%,07/10/20
ATEX,43.23,Call,50.00,11/20/20,133,3.90,4.45,5.00,4.00,3137,5239,0.6,60.90%,07/10/20
F,6.1,Call,6.00,09/18/20,70,0.69,0.7,0.71,0.70,612,29095,0.02,60.87%,07/10/20
AMD,55.88,Call,55.00,08/21/20,42,5.00,5.08,5.15,5.05,1994,9905,0.2,60.82%,07/10/20
TME,17.09,Call,18.00,08/21/20,42,1.02,1.04,1.06,1.04,1116,4195,0.27,60.75%,07/10/20
AMD,55.88,Call,50.00,08/21/20,42,7.90,7.98,8.05,7.95,1085,10242,0.11,60.74%,07/10/20
WORK,33.84,Call,35.00,08/21/20,42,2.30,2.33,2.36,2.30,950,5482,0.17,60.67%,07/10/20
NFLX,548.73,Call,500.00,07/31/20,21,59.25,61.33,63.40,61.00,890,1265,0.7,60.56%,07/10/20
CHGG,75.02,Call,90.00,10/16/20,98,4.10,4.5,4.90,4.50,674,1775,0.38,60.30%,07/10/20
PBR,8.7,Put,8.00,10/16/20,98,0.70,0.71,0.72,0.71,1302,22679,0.06,60.27%,07/10/20
SNAP,25.53,Call,20.00,01/15/21,189,7.15,7.3,7.45,7.35,1248,22468,0.06,60.25%,07/10/20
WFC,25.47,Put,25.00,08/21/20,42,1.75,1.8,1.84,1.80,1090,16680,0.07,60.01%,07/10/20
CZR,12.23,Put,8.00,01/15/21,189,0.35,0.43,0.50,0.35,6000,2718,2.21,60.00%,07/10/20
"Downloaded from Barchart.com as of 07-13-2020 07:44am CDT"
